StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_3_TEXT,Q6,Q10,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,Q46,Q47,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49,Q50,Q51,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,Q53,Q54,Q55,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q57,Q58,Q59,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q62,Q63,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q65,Q66,Q67,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69,Q70,Q71,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73,Q74,Q75,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77,Q78,Q79,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q82,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q86,Q87,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q91,Q92,Q92_1_TEXT,Q93,Q94,Q96,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q111
2019-10-30 09:55:58,2019-10-30 10:04:10,IP Address,84.24.253.58,100,491,True,2019-10-30 10:04:10,R_2cAc2lzAL5FBi7I,,,,,51.5482025146484375,5.0886993408203125,anonymous,EN,No,,Please write your answer below:,18,Male,,No,Barack Obama,534366,0.963,0.963,26.248,1,I got it right,,274539,1.163,1.163,20.388,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,25763370,0,0,2.406,0,I did not recognise the person,Vin Diesel,415175,0.963,0.963,5.769,1,I got it right,,170977,3.992,3.992,7.109,1,"I recognised the person, but I could not remember their name",Roger Federer,262376,1.133,1.133,3.704,1,I got it right,,109275,1.221,1.221,1.974,1,I did not recognise the person,Angela Merkel,72671,0.98,0.98,4.791,1,I got it right,,20796,0,0,4.135,0,I did not recognise the person,,27717,0,0,1.87,0,I did not recognise the person,,5132,0,0,3.425,0,I did not recognise the person,Rolf Lundgren,599745,1.441,1.441,14.01,1,I got it right,Megan Fox,69930,2.866,2.866,4.876,1,I did not recognise the person,,166777,0,0,5.278,0,I did not recognise the person,,203407,0,0,1.623,0,I did not recognise the person,,16228,0,0,2.685,0,I did not recognise the person,,30029,0,0,1.497,0,I did not recognise the person,,217790,0,0,2,0,I did not recognise the person,Michael Jackson,14995351,1.238,1.238,5.14,1,I got it right,,330395,0,0,2.822,0,I did not recognise the person,High School,Please write your answer below:,13,Science and Technology,Netherlands,ANPAPI24,No,,IM_6ro6G3R8qpOI1b7,Adequate,Adequate,Adequate,8-9.5 hours,Good,<1 glasses,No,No,,I don't have any suggestions
2019-10-30 09:50:01,2019-10-30 10:04:28,IP Address,145.15.244.30,100,866,True,2019-10-30 10:04:29,R_4Ip5h6NGDOzGTpn,,,,,52.3618011474609375,4.9279937744140625,anonymous,EN,No,,Please write your answer below:,23,Male,,No,cristiano ronaldo,623737,1.954,1.954,6.553,1,I got it right,,19672919,0,0,3.39,0,I did not recognise the person,,3830432,0,0,2.656,0,"I recognised the person, but I could not remember their name",,34016927,0,0,2.4,0,I did not recognise the person,iker casilas,507433,2.195,2.195,5.856,1,I got it right,matt damon,25695,5.342,5.342,8.998,1,"I recognised the person, but I could not remember their name",,900572,0,0,3.232,0,I did not recognise the person,Bill Gates,3747,3.249,3.249,7.688,1,I got it right,,223253,0,0,2.457,0,"I recognised the person, but I could not remember their name",,276392,0,0,2.674,0,I did not recognise the person,rihanna,2110323,10.834,10.834,12.301,1,I got it right,,965935,0,0,18.674,0,I did not recognise the person,Elvis,9288,2.28,2.28,4.035,1,I got it right,Demi Lovato,12520860,3.122,3.122,4.797,1,I got it right,,16705483,10.105,12.366,17.972,2,"I recognised the person, but I could not remember their name",,64965,3.607,3.607,4.453,1,I did not recognise the person,,154183,0,0,8.113,0,I did not recognise the person,Michael Jackson,14995351,2.336,2.336,4.392,1,I got it right,,3092,4.825,4.825,5.333,1,"I recognised the person, but I could not remember their name",Arnold Schwa,1806,2.512,2.512,8.285,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,18,Other,Netherlands,NaAlUt10,No,,,Good,Good,Good,8-9.5 hours,Good,Prefer not to say,No,No,,no
2019-10-30 09:24:24,2019-10-30 10:05:57,IP Address,82.161.213.64,100,2493,True,2019-10-30 10:05:57,R_cwmB1T5bbMugv5f,,,,,52.0825042724609375,5.11090087890625,anonymous,EN,No,,Please write your answer below:,22,Female,,No,I don't know..,19394613,2.304,2.304,239.061,1,"I recognised the person, but I could not remember their name",Lenny Kravitz,8239846,2.2,2.2,5.911,1,I did not recognise the person,Beau Monde,71870,30.685,30.685,34.237,1,"I recognised the person, but I could not remember their name",I don't know,26940,88.743,88.743,242.905,1,I did not recognise the person,I don't know,150091,297.75,298.239,301.04,2,I did not recognise the person,,1353497,0,0,253.855,0,I did not recognise the person,Amanda Seyfried,1020882,45.077,47.453,48.976,3,I got it right,Kristen Stewart,2629332,13.768,13.768,20.047,1,I got it right,Victoria Dawn,6844407,38.123,38.123,42.481,1,"I got it wrong, but the correct name was “on the tip of my tongue”",unclear picture for me..,2546319,1.507,1.507,38.347,1,I did not recognise the person,Amanda,42621,191.62,191.62,194.957,1,"I recognised the person, but I could not remember their name",Marlon Brando,46165,115.121,115.121,118.646,1,I did not recognise the person,,2190438,0,0,100.344,0,"I recognised the person, but I could not remember their name",Tom,11983070,87.549,87.549,89.189,1,"I recognised the person, but I could not remember their name",,53029,0,0,25.574,0,I did not recognise the person,,154228,0,0,57.515,0,I did not recognise the person,Gemma,6162301,104.425,104.425,106.357,1,I did not recognise the person,,20455,0,0,12.732,0,I did not recognise the person,Justin Bieber,23680998,2.037,2.593,5.066,2,I got it right,Bill Gates,3747,77.329,77.764,80.249,2,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,16,Humanities,Netherlands,CLLYDE11,No,,IM_6ro6G3R8qpOI1b7,Quite good,Good,Quite good,8-9.5 hours,Good,<1 glasses,No,No,,Sometimes the photo wasn't clear enough
2019-10-30 09:57:42,2019-10-30 10:08:02,IP Address,84.84.152.122,100,620,True,2019-10-30 10:08:03,R_2Y4Bji7s4Or9EIC,,,,,51.590301513671875,4.809295654296875,anonymous,EN,No,,Please write your answer below:,19,Female,,No,Will Smith,154698,2.382,7.186,8.502,2,I got it right,,180487,3.276,3.276,4.8,1,"I recognised the person, but I could not remember their name",Demi Lovato,12520860,1.875,8.191,9.53,3,I got it right,Reese Witherspoon,93560,1.97,9.42,10.413,2,I got it right,,2073557,4.11,4.11,5.309,1,I did not recognise the person,,871281,4.058,4.058,5.24,1,"I recognised the person, but I could not remember their name",,52724,2.399,2.399,3.216,1,I did not recognise the person,Johnny Depp,71870,1.644,7.794,8.778,2,I got it right,,1532027,3.348,3.348,5.741,1,"I recognised the person, but I could not remember their name",,210318,2.34,2.34,3.235,1,I did not recognise the person,,19831,4.045,14.303,15.872,2,"I recognised the person, but I could not remember their name",,2162222,5.139,5.139,6.211,1,"I recognised the person, but I could not remember their name",,199445,4.629,4.629,6.363,1,"I recognised the person, but I could not remember their name",Ringo Starr,163272,3.941,9.417,10.53,2,I did not recognise the person,Marc Zuckerberg,2844938,1.661,8.618,9.516,2,I got it right,,165567,6.761,6.761,8.201,1,"I recognised the person, but I could not remember their name",Amy Winehouse,939583,1.559,8.36,9.758,2,I got it right,David Tennant,1672146,2.579,43.079,44.634,2,I got it right,,79505,4.207,4.207,5.628,1,"I recognised the person, but I could not remember their name",Emma Watson,149243,1.211,6.067,7.257,2,I got it right,High School,Please write your answer below:,15,Humanities,Netherlands,JOELEI07,No,,IM_6ro6G3R8qpOI1b7,Adequate,Adequate,Quite good,6-7.5 hours,Quite poor,Prefer not to say,No,Yes,Yes,"Emma Stone, Jennifer Lawrence"
2019-10-30 10:03:21,2019-10-30 10:09:57,IP Address,84.81.27.50,100,396,True,2019-10-30 10:09:58,R_2QY5eOr1NDlJYFh,,,,,51.5572967529296875,5.0791015625,anonymous,EN,No,,Please write your answer below:,18,Female,,No,Queen Elizabeth,12153654,2.508,2.508,6.463,1,I got it right,,557007,0,0,3.133,0,"I recognised the person, but I could not remember their name",,518988,0,0,4.205,0,"I recognised the person, but I could not remember their name",,916099,0,0,2.629,0,I did not recognise the person,,3830432,0,0,3.362,0,I did not recognise the person,,4408,0,0,2.785,0,I did not recognise the person,Bradley Cooper,154247,10.144,10.144,12.444,1,I did not recognise the person,,64673,0,0,1.531,0,I did not recognise the person,,68378,0,0,1.44,0,I did not recognise the person,,5013777,0,0,39.792,0,I did not recognise the person,,11983273,0,0,1.852,0,I did not recognise the person,,4429395,0,0,2.133,0,"I recognised the person, but I could not remember their name",,316201,0,0,1.552,0,I did not recognise the person,,427018,0,0,2.058,0,I did not recognise the person,,650426,0,0,2.267,0,I did not recognise the person,,372898,0,0,6.38,0,I did not recognise the person,Michael Jackson,14995351,1.477,1.477,4.568,1,I got it right,,8490390,0,0,1.199,0,I did not recognise the person,,16707,0,0,1.706,0,I did not recognise the person,Beyonce,83688,1.555,1.555,2.957,1,I got it right,High School,Please write your answer below:,7,Humanities,Netherlands,PECAAP08,No,,IM_6ro6G3R8qpOI1b7,Good,Good,Adequate,8-9.5 hours,Quite good,,No,No,,-
2019-10-30 10:02:21,2019-10-30 10:11:40,IP Address,195.35.240.10,100,559,True,2019-10-30 10:11:41,R_31LEmQzPTB6NCll,,,,,51.558502197265625,5.05389404296875,anonymous,EN,No,,Please write your answer below:,21,Male,,Yes,jackie chan,37313,1.391,1.391,5.503,1,I did not recognise the person,riannah,2110323,2.47,2.47,8.4,1,I got it right,mesi,2150841,2.452,2.452,6.208,1,I got it right,"Russel crowe ",25695,1.717,36.743,39.37,2,I got it right,some football dude,507433,4.116,4.96,8.305,2,I did not recognise the person,no clue,728776,0.862,0.862,4.248,1,I did not recognise the person,,78747,1.332,1.332,2.19,1,I did not recognise the person,,8099,1.142,1.142,3.371,1,I did not recognise the person,bruno mars,27005455,1.013,1.372,40.359,2,I got it right,,19043935,1.056,1.056,2.356,1,I did not recognise the person,"castro ",38301,1.065,4.803,6.967,3,I got it right,Michal jackson,14995351,0.816,0.816,4.588,1,I got it right,,23005,0,0,3.999,0,I did not recognise the person,mike thuson,39027,0.972,0.972,3.739,1,I got it right,,62666,0.867,0.867,2.012,1,I did not recognise the person,,400738,0.93,0.93,2.224,1,"I recognised the person, but I could not remember their name",,159547,1.594,2.069,2.725,2,I did not recognise the person,steve jobs,7412236,0.825,0.825,3.121,1,I got it right,pope francis,39660,8.673,8.998,11.557,2,I did not recognise the person,,10049,1.005,1.929,2.577,2,I did not recognise the person,Some university,Please write your answer below:,15,Science and Technology,Netherlands,MIJHCA24,Yes,up to 1 year,IM_6ro6G3R8qpOI1b7,Good,Good,Adequate,8-9.5 hours,Quite good,<1 glasses,No,No,,More historical figures please :D
2019-10-30 10:03:53,2019-10-30 10:13:58,IP Address,145.107.49.249,100,605,True,2019-10-30 10:13:58,R_1TiaNq7hLmazH2N,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,24,Female,,No,,37313,0,0,4.924,0,"I recognised the person, but I could not remember their name","Arnold Swarcenegger ",1806,4.595,4.595,39.633,1,I got it right,,168335,0,0,2.879,0,I did not recognise the person,,345792,0,0,5.176,0,I did not recognise the person,,2397,0,0,2.459,0,"I recognised the person, but I could not remember their name",,19084502,0,0,4.466,0,"I recognised the person, but I could not remember their name",,50960,0,0,2.514,0,I did not recognise the person,Tom Hawkins,158889,5.2,5.2,13.519,1,"I recognised the person, but I could not remember their name",,4987149,0,0,2.835,0,I did not recognise the person,Katy Perry,16477368,2.325,2.325,6.403,1,I got it right,Bradley Cooper,102690,1.966,1.966,12.118,1,"I recognised the person, but I could not remember their name",,21004811,0,0,2.309,0,I did not recognise the person,,2095762,2.137,2.137,15.901,1,"I recognised the person, but I could not remember their name","Dwayne ",156126,6.489,6.489,10.652,1,I did not recognise the person,,402850,0,0,2.906,0,I did not recognise the person,"Emily ",604244,2.424,2.424,11.295,1,"I recognised the person, but I could not remember their name",,168540,0,0,2.472,0,"I recognised the person, but I could not remember their name",,80646,0,0,4.429,0,I did not recognise the person,,20455,0,0,2.711,0,"I recognised the person, but I could not remember their name",,88923,0,0,18.588,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,16,Humanities,Netherlands,,No,,Prefer not to say,Good,Good,Quite good,6-7.5 hours,Good,<1 glasses,No,No,,One picture had a low quality; it was hard to figure out the person
2019-10-30 10:08:07,2019-10-30 10:15:19,IP Address,84.84.152.122,100,432,True,2019-10-30 10:15:20,R_p3rur6gpyLnM0hP,,,,,51.590301513671875,4.809295654296875,anonymous,EN,Yes,JOELEI07,,,,,,Barack Obama,534366,1.516,10.434,11.529,3,I got it right,,399703,3.138,3.138,4.153,1,I did not recognise the person,Zac Efron,16705483,1.662,6.9,7.937,2,I got it right,,551643,2.523,2.523,3.685,1,I did not recognise the person,Michael Jackson,14995351,1.924,10.982,12.596,3,I got it right,Joseph Levitt,1817766,22.713,30.695,31.708,3,I got it right,Justin Bieber,23680998,1.855,6.976,8.324,2,I got it right,,19903,2.945,2.945,4.933,1,I did not recognise the person,,2647835,2.106,5.904,7.014,2,"I recognised the person, but I could not remember their name",Zendaya,28753159,1.859,7.356,8.813,3,I got it right,Jennifer Lopez,16175,2.19,8.08,8.901,2,I got it right,,147311,2.134,2.134,3.078,1,I did not recognise the person,John Lennon,15852,1.953,6.266,7.308,2,I got it right,Lebron James,240940,2.206,26.829,28.305,3,I got it right,Taylor Swift,5422144,2.07,9.686,11.156,2,I got it right,,16707,2.995,2.995,5.437,1,"I recognised the person, but I could not remember their name",Stephen Hawking,19376148,1.95,9.3,11.101,2,I got it right,Lady Gaga,17782843,1.722,7.858,9.633,2,I got it right,,20396,3.333,3.333,5.658,1,"I recognised the person, but I could not remember their name",,104743,2.124,2.124,4.055,1,I did not recognise the person,High School,Please write your answer below:,15,Humanities,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Adequate,Adequate,Quite good,6-7.5 hours,Quite poor,Prefer not to say,No,Yes,Yes,"Donald Trump, Jerry Seinfeld"
2019-10-30 10:12:10,2019-10-30 10:19:14,IP Address,89.205.224.17,100,423,True,2019-10-30 10:19:14,R_1jQ9DVH13BNyuFZ,,,,,51.9445953369140625,4.5518035888671875,anonymous,EN,No,,Please write your answer below:,19,Male,,No,Justin bieber,23680998,0.914,0.914,3.854,1,I got it right,Eminem,4429395,1.298,1.298,3.597,1,I got it right,,11983273,0,0,4.157,0,I did not recognise the person,Taylor swift,5422144,1.224,1.224,4.823,1,I got it right,Michael Jackson,14995351,0.718,0.718,3.902,1,I got it right,William,1982061,0.863,3.447,3.901,4,I got it right,,39879,0,0,6.016,0,I did not recognise the person,,494770,0,0,3.838,0,I did not recognise the person,,18958666,0,0,2.302,0,I did not recognise the person,,8135890,0.959,0.959,2.902,1,I got it right,Jobs,7412236,1.015,1.015,3.186,1,I got it right,Glover,165567,0.901,5.364,9.826,2,I did not recognise the person,Perry,16477368,1.728,1.728,4.058,1,I got it right,Elizabeth,12153654,0.758,0.758,3.548,1,I got it right,Zlatan,728776,0.681,0.681,2.218,1,I got it right,,15967,0.945,10.367,10.537,2,I did not recognise the person,Gates,3747,13.507,13.507,16.089,1,I got it right,,749247,0,0,3.4,0,I did not recognise the person,,551643,0,0,1.645,0,I did not recognise the person,Henry,220160,0.719,0.719,2.1,1,I got it right,High School,Please write your answer below:,14,Humanities,Netherlands,PICAHA15,No,,IM_6ro6G3R8qpOI1b7,Adequate,Quite good,Good,6-7.5 hours,Good,3+ glasses,No,No,,Maybe some politicians
2019-10-30 10:12:07,2019-10-30 10:19:58,IP Address,84.24.8.248,100,471,True,2019-10-30 10:19:59,R_BDPbSSDaXSRAGLD,,,,,51.558502197265625,5.05389404296875,anonymous,EN,No,,Please write your answer below:,18,Female,,No,Eminem,4429395,1.062,1.062,4.536,1,I got it right,,17443,0,0,4.278,0,I did not recognise the person,,18617682,0,0,1.401,0,I did not recognise the person,,61404,0,0,1.549,0,I did not recognise the person,Robert Pattinson,24041298,1.573,1.573,12.333,1,I got it right,,4629012,0,0,1.406,0,I did not recognise the person,,27611,0,0,2.787,0,I did not recognise the person,,53536,0,0,1.195,0,I did not recognise the person,,27717,0,0,5.377,0,"I recognised the person, but I could not remember their name",Enrique Eglesias,303892,1.443,1.443,8.04,1,I got it right,"George Bush ",3414021,6.17,34.311,38.393,2,I got it right,,704723,0,0,1.861,0,"I recognised the person, but I could not remember their name",Ashley Tisdale,2190438,3.948,40.049,44.471,3,I got it right,,4148655,0,0,1.562,0,"I recognised the person, but I could not remember their name",Ashton Kutcher,274539,1.105,1.105,4.802,1,I got it right,,26182584,0,0,1.452,0,I did not recognise the person,,89265,1.285,1.285,1.321,1,I did not recognise the person,,17450,0,0,1.42,0,I did not recognise the person,Emma watson,3741746,1.174,7.252,9.169,2,"I got it wrong, but the correct name was “on the tip of my tongue”",,150996,2.496,2.496,2.541,1,I did not recognise the person,High School,Please write your answer below:,"14 ",Humanities,Netherlands,Ramahe11,No,,IM_6ro6G3R8qpOI1b7,Adequate,Adequate,Adequate,6-7.5 hours,Quite poor,<1 glasses,No,No,,-
2019-10-30 10:17:35,2019-10-30 10:26:17,IP Address,84.24.222.83,100,521,True,2019-10-30 10:26:17,R_AiXfk8Nfk6gcD9T,,,,,51.5410003662109375,5.0933074951171875,anonymous,EN,No,,Please write your answer below:,19,Male,,Yes,Christino Ronaldo,2150841,5.024,8.497,18.325,2,"I recognised the person, but I could not remember their name",,171528,0,0,4.481,0,I did not recognise the person,,24424228,2.146,2.146,2.937,1,I did not recognise the person,Cardi B,22570683,1.693,1.693,7.272,1,"I recognised the person, but I could not remember their name",,303951,0,0,3.844,0,I did not recognise the person,Taylor Swift,93560,2.356,2.356,8.487,1,I did not recognise the person,,481634,0,0,4.142,0,I did not recognise the person,,19661665,0,0,2.299,0,I did not recognise the person,,595,0,0,4.709,0,I did not recognise the person,,90095,0,0,34.665,0,"I recognised the person, but I could not remember their name",,65145,0,0,2.82,0,"I recognised the person, but I could not remember their name",Shah rukh khan,352699,1.669,1.669,7.157,1,I got it right,Micheal jackson,14995351,1.785,1.785,5.144,1,I got it right,,468318,0,0,3.509,0,I did not recognise the person,,400595,0,0,2.336,0,I did not recognise the person,Irfan khan,79505,4.675,4.675,9.564,1,I did not recognise the person,,2095536,0,0,4.517,0,I did not recognise the person,,5792809,0,0,2.081,0,I did not recognise the person,,564099,0,0,3.078,0,I did not recognise the person,,8485,0,0,3.199,0,I did not recognise the person,High School,Please write your answer below:,12,Science and Technology,Netherlands,KaSaKo29,No,,IM_eQmpmkTkwHIslkF,Good,Good,Adequate,4-5.5 hours,Adequate,<1 glasses,Yes,No,,I don't know too many famous people I guess
2019-10-30 10:19:44,2019-10-30 10:28:57,IP Address,77.173.179.69,100,552,True,2019-10-30 10:28:58,R_3nC8LkaoiD7hg8o,,,,,51.585205078125,4.9945068359375,anonymous,EN,No,,Please write your answer below:,24,Male,,No,,144936,0,0,3.249,0,I did not recognise the person,Steve Jobs,7412236,0,0,4.999,0,I got it right,,8135890,0,0,4.157,0,"I recognised the person, but I could not remember their name",,20762,0,0,1.702,0,I did not recognise the person,,424778,0,0,3.511,0,I did not recognise the person,,42357,0,0,2.355,0,I did not recognise the person,Samuel L. Jackson,18969800,2.66,2.66,6.993,1,I did not recognise the person,,42104,0,0,2.053,0,I did not recognise the person,,102690,0,0,2.082,0,I did not recognise the person,,17173785,0,0,2.335,0,I did not recognise the person,Bill Clinton,3356,1.925,1.925,3.601,1,I got it right,Elvis Presley,9288,0,0,3.803,0,I got it right,Victoria Beckham,45979,0,0,6.937,0,I got it right,,355502,0,0,1.855,0,I did not recognise the person,,19257393,0,0,1.402,0,I did not recognise the person,,159599,0,0,1.501,0,I did not recognise the person,,178326,0,0,2.101,0,I did not recognise the person,,3741746,0,0,1.411,0,I did not recognise the person,,214210,0,0,1.282,0,I did not recognise the person,Michael Jackson,14995351,0,0,4.327,0,I got it right,High School,Please write your answer below:,12,Science and Technology,Netherlands,ENMIKU21,No,,IM_b91AVV97H2Pr9m5,Quite good,Quite good,Good,8-9.5 hours,Adequate,<1 glasses,No,Yes,Prefer not to say,Teemu Pukki
